player.prolific_id,timeout_share,total_payment_cents,bonus
669676da65c6fa1b457998c9,0.5,106,6
66967b12b71634533c3138ea,1.0,123,23
6697c19cf4468e7be8305c16,1.0,110,10
669bdad53c058df5b00af502,1.0,110,10
669cc480ca3a8872c5816472,1.0,110,10
669d0b18e3a1ae0b5f7571ef,1.0,102,2
669f76a7112b8713f104644c,0.8,125,25
66a1562922a51371d59caaa1,1.0,114,14
66b304ef9f056814fafad710,1.0,113,13
66b91ee649636fce844ef133,1.0,106,6
66bd13f51047fbf3a50f105e,1.0,103,3
66c5960ef87935749c75c324,0.4,117,17
66c88d10bb76ebef57d6b145,1.0,122,22
66c9c2c306fb45dcb4655b23,0.3333333333333333,117,17
66ce24f208f588238d4ccd3b,0.5,117,17
66cec53bdc37b68c08c86c51,1.0,115,15
66cf216cef76bdfb35082816,0.875,0,-100
66d5d10f4defd1d7b2cdd5c5,0.6666666666666666,111,11
66d60c3c3cffa72d496ad695,1.0,123,23
66d749dad04d6166d7928a7f,0.5,114,14
66d78a01691311e47b5d56fa,0.8947368421052632,192,92
66ddd34dd909724fe8747ae7,1.0,114,14
66e3fa89af58f3c05fa2ff30,1.0,128,28
66ec55c7b04cba885d32efb7,1.0,107,7
66f305037af69346a9a55b42,0.7857142857142857,150,50
670fdc6fd1367ae0f94702bf,0.8571428571428571,101,1
671a528fe9658f0a32bd55ce,0.5,117,17
671d22f9355f8f1efaf7397c,1.0,175,75
671ef50c136676c91533747b,1.0,101,1
672268205351c30413c9837e,1.0,101,1
6723422d5f63c70998014b03,1.0,108,8
672380a64e984ba03695602f,0.6111111111111112,197,97
6726b535f9fbef5487989210,1.0,120,20
67292b38c60932d4ab0eeeb6,1.0,106,6
672a844656ca03498e04cd76,0.9285714285714286,141,41
672b330d847a68f7de308027,0.8,123,23
672b5297d4665ff8d00e22ee,1.0,106,6
672bb827792cbf84cea1e3d4,1.0,123,23
672fd24711f758e7a04ac043,0.25,118,18
6731c8cf777d08395d4a93cc,0.8333333333333334,114,14
6733467c8548f3af0a1a6175,0.8333333333333334,197,97
67364209fa9fe83464c0be80,1.0,106,6
6738a38d5b42ebdad45239a4,0.7142857142857143,108,8
6738d09a032bf7224008ce7e,1.0,102,2
6739e3acb2afb73a1398709b,1.0,152,52
673f42b0fc2812740a093dce,0.5714285714285714,162,62
673fc88106d7779a0f39642e,1.0,112,12
674066a20dd7ea932dfcd1ea,0.4,0,-100
6742fd0efbb5712e14e693e5,1.0,120,20
67448b834d264c04298f4f34,0.6666666666666666,102,2
67471c6d6557adf9044c6ac2,1.0,109,9
674c7abb22ba9d7bfd02e91f,0.8333333333333334,114,14
674d99171387dca1d58cb882,0.5,114,14
675351e5c347e5839db66ff3,1.0,104,4
67593dad583401da855ae4ca,0.6666666666666666,118,18
675aece50b8af879ff9996d1,1.0,119,19
67606663e5ad15d60ffeb222,1.0,113,13
67669c895eba0f7a6475ae92,0.8888888888888888,185,85
67698c3573d3cbf6add78578,1.0,113,13
6773d42d35be03a65cf4b3e1,0.5,111,11
6776308d5642ec4c09a1b1f4,0.6666666666666666,109,9
67765cb5eae26d06c3116c3a,0.5,106,6
6777cd52fe65fb187a8e4558,1.0,121,21
677aa3ae600d54e521086c16,1.0,123,23
677e70f0d6d8d5845870e6a5,0.75,104,4
677fddab32b1fdcb6da8051e,0.5454545454545454,111,11
67839886a09ff9fef57d6ba9,0.75,106,6
6783b1bae83ff2f105320120,0.6666666666666666,103,3
678651bac880c33c924460df,1.0,123,23
6787d9bc5659757828c2a609,0.5,122,22
67895b7d6400163124042af7,0.7142857142857143,121,21
67895c93d815b5157dfd15e2,0.9444444444444444,181,81
678b5e48c933281b1ffe0e0b,1.0,108,8
678ca883f058d48a8aa304dd,0.8,107,7
678d2c14b4c8f25bad8614a0,0.16666666666666666,103,3
67910fabfb03e912caeecf64,0.75,115,15
67a8be827c4f509f84b7ae5b,1.0,106,6
67a8cef17659f46eea91b2df,0.3333333333333333,103,3
67acf1d438e2c92a40f88a9e,0.16666666666666666,116,16
67acf9971a4e1d7669055472,1.0,117,17
67ad260c6e1b27ca47ae533e,1.0,124,24
67adb1ae6058af982cf60d8c,1.0,106,6
67adb520391eb17f214a50b4,1.0,119,19
67bf5ad9c5a4637861cfd21e,1.0,107,7
67c047865244703b7a2bd18e,1.0,125,25
67c47950cc576a988bc78e4b,1.0,117,17
67c6c37ea212b554c99e53d7,0.8571428571428571,117,17
67c6e69dc44b7d93916f6cb7,1.0,117,17
67c719f77b0b26bb76790bb4,0.6666666666666666,108,8
67c741690c66e5b2b93bcc9d,0.8,114,14
67c832566c0dd3e700710ddf,0.5,110,10
67c87d49f6476e7c0c59b1a6,1.0,119,19
67c9e8e5ec86b1f821a8d5c7,1.0,117,17
67ca953978a3d323ac474a3b,1.0,119,19
67caabfc78a3d323ac476629,0.75,125,25
67cac9c704712b2393e52905,1.0,118,18
67cde818b20a48aca3c185a6,0.5,119,19
67ce8f66ab588727caf7d5b6,0.75,124,24
67cea841046ca74e2069ae47,1.0,123,23
67ceea767be1306940ed6800,0.7142857142857143,156,56
67cf5e527878aa7af3237832,1.0,108,8
67cffd43e29c74df505da124,1.0,114,14
67d00e89869f56bc67682c09,1.0,152,52
67d01476d2b2d56f29a01f89,1.0,112,12
67d023dff9e6f2f237f7309f,1.0,106,6
67d04219a098cf64d8058e8e,0.6666666666666666,111,11
67d0440cfc5f515274a6be42,1.0,119,19
67d065dce723175895e18af9,0.3333333333333333,109,9
67d170ddfc211e59df540b6f,1.0,125,25
67d2b98405e84950d88e7722,0.5,109,9
67d2c94162ce2ea52a1f17c1,0.4,123,23
67d4bdadaa5737666a7788e3,1.0,115,15
67d6e53407cb5301b586215a,1.0,105,5
67d80a3af020d4f6a1ec26b9,0.8571428571428571,213,113
67d8270aba9f1c19f16caa6c,0.5,200,100
67d846e847a41d29a7f6fcb3,0.5,118,18
67d87d4f0eb4b49d7f595491,1.0,121,21
67da9723c5bc3be790ec308f,0.5,108,8
67da9ca6033c1ba4ba64e43b,1.0,123,23
67dabe7c2321bf81a7102040,0.9545454545454546,0,-100
67dae998d8f2cfb8a8e3bf03,0.8,104,4
67dafba00e11cc51a232df6b,1.0,118,18
67db18c94909b8b0a6acd237,1.0,118,18
67dbfd5c13f69f693d27d691,0.5,116,16
67ddc09da427b74ec7124351,1.0,119,19
67e2c38c9e03e5dc5c575304,0.3333333333333333,102,2
67e3279bef0273a1887e94fc,1.0,101,1
67e5332fd4a2fce36b985eea,1.0,106,6
67e53af5e6979104d82d24aa,0.5,124,24
67e6bc676fb4db70edc23b5b,1.0,121,21
67e94945e5f6a3090ed5a9d0,0.875,107,7
67ecca121e3a43c36774dd06,0.75,123,23
67ed8c413ee1e246af13b598,1.0,109,9
67ed90c8d7127da036732655,0.3333333333333333,118,18
67ee5a80c1cc965d91e6c35c,1.0,115,15
67eed843d81252550b276c1b,1.0,123,23
67efb40e109c97ac3a0505b2,1.0,123,23
67eff2b1a264260e948a4d14,0.8,106,6
67f0c5d37f91ceae5cb3b318,1.0,121,21
67f127d6c09bbf379bd18ab6,1.0,121,21
67f16925364c696866c13aa3,1.0,123,23
67f184a3b82990251abd1592,1.0,115,15
67f18f78356ff38124711038,1.0,113,13
67f2f4b9769f12d21471a6b9,0.9444444444444444,204,104
67f4ccddecca204ee42d44dc,0.5,122,22
67f4ea448eb6a2b293c1f2fc,1.0,112,12
67f6605ced5dd7dd7076dc82,1.0,123,23
67f6a640d2046b13fcf33328,1.0,112,12
67f81095730db61c061dd43b,0.7647058823529411,194,94
67f9860551b32c7ea3f4a8ab,1.0,104,4
67fb8732b30eba4870dfeb04,0.4,117,17
681339cff2e94d625ade361b,0.8,104,4
68138e7f96395f4c5f3a0a87,1.0,153,53
6813ee94347bb13e5862b369,0.4,107,7
68149dcf2c448d5a6f8b1502,0.75,112,12
6818d4d02ff03f00b595e863,0.5,120,20
681f0b4fb28dc1b7d4b5451d,0.6,105,5
